涓撲笟,鎬у埆,姣忓懆瀛︿範鏃堕暱锛堝皬鏃讹級,涓婅鍑哄嫟鐜?鏈熶腑鑰冭瘯鍒嗘暟,浣滀笟瀹屾垚鐜?鏈熸湯鑰冭瘯鍒嗘暟,鎬у埆_缂栫爜,涓撲笟_缂栫爜,
浜哄伐鏅鸿兘,濂?26.06,0.77,100,0.73,76.45,0,1
鐢靛瓙鍟嗗姟,濂?22.1,0.61,51.72,0.81,67.19,0,3
宸ュ晢绠＄悊,濂?27.53,0.93,61.93,0.98,79.06,0,0
宸ュ晢绠＄悊,鐢?32.54,0.78,77.18,0.82,83.09,1,0
澶ф暟鎹鐞?濂?32.43,0.72,76.59,0.79,81.36,0,4,
澶ф暟鎹鐞?鐢?34.95,0.89,52.71,0.73,68.07,1,4,
澶ф暟鎹鐞?鐢?12.2,0.94,93.42,0.77,70.52,1,4,
澶ф暟鎹鐞?鐢?12.87,0.63,85.49,0.96,73.71,1,4,
澶ф暟鎹鐞?濂?17.08,0.97,91.13,0.99,78.02,0,4,
鐢靛瓙鍟嗗姟,鐢?13.37,0.83,68.21,0.76,73.04,1,3
宸ュ晢绠＄悊,鐢?17.27,0.86,67.39,0.74,64.97,1,0
澶ф暟鎹鐞?濂?18.72,0.63,69.66,0.83,59.34,0,4,
浜哄伐鏅鸿兘,濂?13.94,0.82,83.67,0.96,72.8,0,1
宸ュ晢绠＄悊,濂?23.52,0.78,71.69,0.9,75.92,0,0
璐㈠姟绠＄悊,濂?21.14,0.79,89.91,0.96,77.22,0,2
浜哄伐鏅鸿兘,鐢?32.75,0.91,81.99,0.75,76.72,1,1
鐢靛瓙鍟嗗姟,鐢?25.19,0.7,66.51,0.86,71.14,1,3
鐢靛瓙鍟嗗姟,鐢?32.82,0.91,83.49,0.98,88.15,1,3
璐㈠姟绠＄悊,鐢?22.59,0.73,72,0.76,65.66,1,2
宸ュ晢绠＄悊,鐢?24.32,0.74,78.49,0.89,72.33,1,0
澶ф暟鎹鐞?鐢?21.27,0.64,62.29,0.81,65.35,1,4,
澶ф暟鎹鐞?鐢?23.7,0.77,81.98,1,68.22,1,4,
宸ュ晢绠＄悊,鐢?22.8,0.95,70.99,0.72,61.07,1,0
宸ュ晢绠＄悊,鐢?29.12,0.94,51.01,0.72,59.77,1,0
璐㈠姟绠＄悊,濂?22.77,0.78,60.77,0.92,65.69,0,2
宸ュ晢绠＄悊,濂?28.74,0.86,68.34,0.99,78.51,0,0
澶ф暟鎹鐞?鐢?5.58,0.64,69.11,0.74,72.01,1,4,
宸ュ晢绠＄悊,鐢?7.46,0.76,90.95,0.76,80.03,1,0
鐢靛瓙鍟嗗姟,鐢?24.73,0.7,60.04,0.85,64.37,1,3
澶ф暟鎹鐞?鐢?6.59,0.79,55.6,0.75,53.98,1,4,
璐㈠姟绠＄悊,濂?17.54,0.81,69.18,0.79,59.17,0,2
宸ュ晢绠＄悊,濂?17.64,0.66,63.06,0.8,62.03,0,0
浜哄伐鏅鸿兘,鐢?13.73,0.83,70.14,0.79,63.64,1,1
宸ュ晢绠＄悊,濂?33.33,0.87,52.26,0.9,71.54,0,0
浜哄伐鏅鸿兘,濂?18.53,0.64,57.29,0.94,54.92,0,1
鐢靛瓙鍟嗗姟,鐢?27.18,0.63,80.26,0.81,79.05,1,3
宸ュ晢绠＄悊,鐢?15.38,0.91,70.79,0.76,81.16,1,0
宸ュ晢绠＄悊,濂?15.5,0.97,82.67,0.82,74.96,0,0
鐢靛瓙鍟嗗姟,鐢?19.72,0.81,74.53,0.92,76.28,1,3
鐢靛瓙鍟嗗姟,濂?25.96,0.78,30.35,0.84,55.35,0,3
宸ュ晢绠＄悊,濂?10.74,0.61,65.07,0.99,58.37,0,0
鐢靛瓙鍟嗗姟,鐢?34.26,0.78,62.24,0.72,72.24,1,3
澶ф暟鎹鐞?鐢?27.97,0.72,61.19,0.79,67.25,1,4,
璐㈠姟绠＄悊,濂?8.45,0.72,78.1,0.89,68.34,0,2
璐㈠姟绠＄悊,鐢?36.21,0.68,78.65,0.92,76.55,1,2
宸ュ晢绠＄悊,濂?5.13,0.65,84.95,0.83,67.47,0,0
鐢靛瓙鍟嗗姟,鐢?16.96,0.68,75.55,0.73,71.58,1,3
璐㈠姟绠＄悊,鐢?24.75,0.64,53.98,0.86,72.76,1,2
鐢靛瓙鍟嗗姟,濂?22.35,0.68,67.05,1,77.35,0,3
浜哄伐鏅鸿兘,濂?11.72,0.86,83.25,0.81,91.47,0,1
浜哄伐鏅鸿兘,濂?11.66,0.63,51.17,0.84,46.6,0,1
浜哄伐鏅鸿兘,鐢?24.78,0.63,67.63,0.76,73.67,1,1
浜哄伐鏅鸿兘,濂?16.71,0.79,91.43,0.77,78.9,0,1
澶ф暟鎹鐞?鐢?9.74,0.91,82.21,0.81,91.51,1,4,
鐢靛瓙鍟嗗姟,濂?9.51,0.78,90.21,0.72,65.21,0,3
宸ュ晢绠＄悊,鐢?20.62,0.64,99.98,0.94,77.33,1,0
鐢靛瓙鍟嗗姟,濂?25.35,0.7,42.75,0.9,53.58,0,3
鐢靛瓙鍟嗗姟,鐢?28.98,0.76,87.45,0.73,65.48,1,3
浜哄伐鏅鸿兘,濂?17.5,0.6,52.84,0.94,53.95,0,1
澶ф暟鎹鐞?鐢?24.14,0.93,70.86,1,70.71,1,4,
澶ф暟鎹鐞?濂?8.58,0.83,74.19,0.72,66,0,4,
澶ф暟鎹鐞?濂?21.91,0.69,77.53,0.97,77.37,0,4,
璐㈠姟绠＄悊,濂?20.23,0.91,87.31,0.83,94.78,0,2
宸ュ晢绠＄悊,濂?16.54,0.78,81.71,0.78,80.44,0,0
鐢靛瓙鍟嗗姟,鐢?25.04,0.83,42.29,0.95,55.97,1,3
璐㈠姟绠＄悊,濂?16.68,0.65,76.15,0.84,61.26,0,2
鐢靛瓙鍟嗗姟,濂?11.52,0.93,91.93,0.98,84.67,0,3
澶ф暟鎹鐞?鐢?22.2,0.94,67.85,0.82,61.19,1,4,
浜哄伐鏅鸿兘,鐢?24.61,0.7,87.32,0.89,93.63,1,1
澶ф暟鎹鐞?鐢?17.08,0.66,63.43,0.78,71.53,1,4,
浜哄伐鏅鸿兘,濂?20.9,0.88,74.4,0.71,67.79,0,1
浜哄伐鏅鸿兘,鐢?28.22,0.93,94.08,0.91,76.5,1,1
澶ф暟鎹鐞?濂?17.63,0.68,57.48,0.86,71.79,0,4,
璐㈠姟绠＄悊,鐢?25.44,0.9,73.28,0.71,72.65,1,2
宸ュ晢绠＄悊,鐢?14.66,0.87,72,0.76,78.36,1,0
宸ュ晢绠＄悊,濂?24.5,0.82,60.25,0.97,57.14,0,0
澶ф暟鎹鐞?濂?22.87,0.97,86.21,0.98,79.28,0,4,
璐㈠姟绠＄悊,濂?11.01,0.96,38.19,0.86,52.07,0,2
澶ф暟鎹鐞?濂?39.09,0.64,50.48,0.78,66.34,0,4,
鐢靛瓙鍟嗗姟,鐢?25.65,0.76,87.67,0.93,78.78,1,3
宸ュ晢绠＄悊,濂?22.81,0.76,88.54,0.87,85.05,0,0
浜哄伐鏅鸿兘,濂?14.48,0.97,79.59,0.84,64.99,0,1
浜哄伐鏅鸿兘,濂?16.46,0.94,81.53,0.76,73.31,0,1
浜哄伐鏅鸿兘,濂?15.85,0.99,98.25,0.92,86.62,0,1
璐㈠姟绠＄悊,鐢?40.0,0.89,78.71,0.71,86.38,1,2
鐢靛瓙鍟嗗姟,鐢?19.71,0.99,100,0.97,94.95,1,3
浜哄伐鏅鸿兘,濂?15.71,0.72,48.46,0.9,46.98,0,1
宸ュ晢绠＄悊,濂?16.64,0.99,65.97,0.98,58.05,0,0
璐㈠姟绠＄悊,濂?14.13,0.65,100,0.85,90.51,0,2
澶ф暟鎹鐞?濂?23.31,0.68,70.43,0.9,73.09,0,4,
浜哄伐鏅鸿兘,鐢?12.06,0.88,53.71,0.7,50.11,1,1
宸ュ晢绠＄悊,鐢?19.28,0.88,68.67,0.84,82.31,1,0
宸ュ晢绠＄悊,鐢?5.0,0.79,77.59,0.84,66.79,1,0
澶ф暟鎹鐞?鐢?17.55,0.95,67.14,0.73,77.32,1,4,
浜哄伐鏅鸿兘,鐢?21.8,0.62,100,0.7,81.33,1,1
浜哄伐鏅鸿兘,鐢?21.08,0.84,72.19,0.79,87.29,1,1
鐢靛瓙鍟嗗姟,鐢?28.84,0.91,71.11,0.99,91.05,1,3
澶ф暟鎹鐞?鐢?18.34,0.83,81.43,0.85,73.12,1,4,
澶ф暟鎹鐞?鐢?15.49,0.78,95.45,0.87,88.53,1,4,
澶ф暟鎹鐞?鐢?17.76,0.7,77.29,0.95,77.58,1,4,
璐㈠姟绠＄悊,鐢?18.42,0.89,62.69,0.87,78.15,1,2
浜哄伐鏅鸿兘,濂?12.54,0.8,68.04,0.93,57.72,0,1
鐢靛瓙鍟嗗姟,鐢?30.51,0.94,82.71,0.74,86.64,1,3
浜哄伐鏅鸿兘,鐢?30.24,0.66,81.39,0.99,87.85,1,1
宸ュ晢绠＄悊,鐢?22.47,0.63,55.67,0.92,48.68,1,0
宸ュ晢绠＄悊,濂?26.24,0.99,99.82,0.91,82.74,0,0
鐢靛瓙鍟嗗姟,濂?23.09,0.65,40.11,0.79,37.5,0,3
浜哄伐鏅鸿兘,濂?31.85,0.81,80.33,0.74,77.46,0,1
澶ф暟鎹鐞?濂?32.19,0.62,79.47,0.93,83.84,0,4,
宸ュ晢绠＄悊,濂?11.34,0.68,67.68,0.94,77.09,0,0
璐㈠姟绠＄悊,鐢?32.8,0.82,75.54,0.76,78.29,1,2
鐢靛瓙鍟嗗姟,濂?19.09,0.91,73.91,0.89,86.71,0,3
璐㈠姟绠＄悊,濂?24.29,0.88,89.72,0.93,73.72,0,2
浜哄伐鏅鸿兘,鐢?22.91,0.96,69.23,0.81,59.44,1,1
浜哄伐鏅鸿兘,濂?7.47,0.8,84.03,0.83,69.66,0,1
宸ュ晢绠＄悊,鐢?18.7,0.89,64,0.74,68.78,1,0
璐㈠姟绠＄悊,濂?20.32,0.94,73.57,0.79,72.7,0,2
浜哄伐鏅鸿兘,濂?27.17,0.85,63.06,0.93,56.82,0,1
鐢靛瓙鍟嗗姟,濂?14.74,0.84,81.16,0.8,71.78,0,3
澶ф暟鎹鐞?濂?22.93,0.79,72.4,0.75,60.68,0,4,
璐㈠姟绠＄悊,鐢?29.09,0.61,87.61,0.76,83.77,1,2
澶ф暟鎹鐞?鐢?8.27,0.61,82.42,0.98,72.45,1,4,
澶ф暟鎹鐞?濂?23.45,0.8,89.86,0.91,75.03,0,4,
鐢靛瓙鍟嗗姟,鐢?18.18,0.63,52.26,0.75,51.71,1,3
宸ュ晢绠＄悊,濂?6.8,0.94,52.48,0.77,45.38,0,0
澶ф暟鎹鐞?濂?23.37,0.92,89.71,0.81,82.05,0,4,
澶ф暟鎹鐞?濂?23.67,0.95,76.63,0.84,84.37,0,4,
璐㈠姟绠＄悊,濂?27.71,0.88,88.83,0.96,78.79,0,2
浜哄伐鏅鸿兘,濂?24.72,0.73,73.35,0.75,74.99,0,1
璐㈠姟绠＄悊,鐢?31.3,0.83,61.55,0.82,67.48,1,2
璐㈠姟绠＄悊,濂?15.73,0.93,50.09,0.79,51.94,0,2
璐㈠姟绠＄悊,濂?24.2,0.92,78.81,0.8,76.58,0,2
浜哄伐鏅鸿兘,鐢?25.22,0.61,97.07,0.99,77.4,1,1
浜哄伐鏅鸿兘,鐢?30.55,0.85,66.26,0.95,71.53,1,1
璐㈠姟绠＄悊,鐢?17.31,0.93,43.95,0.91,48.33,1,2
浜哄伐鏅鸿兘,濂?26.25,0.99,80.34,0.83,95.15,0,1
澶ф暟鎹鐞?鐢?16.31,0.91,80.37,0.8,74.31,1,4,
璐㈠姟绠＄悊,鐢?28.44,0.79,53.96,0.88,61.25,1,2
鐢靛瓙鍟嗗姟,鐢?18.78,0.8,71.58,0.88,72.14,1,3
宸ュ晢绠＄悊,鐢?14.73,0.83,60,0.73,59.78,1,0
澶ф暟鎹鐞?鐢?13.09,0.8,75.79,0.8,66.45,1,4,
澶ф暟鎹鐞?鐢?8.92,0.81,89.53,0.9,80.58,1,4,
璐㈠姟绠＄悊,濂?8.1,0.76,58.66,0.77,63.3,0,2
澶ф暟鎹鐞?濂?25.01,0.88,94.82,0.97,83.65,0,4,
浜哄伐鏅鸿兘,鐢?7.4,0.67,73.41,0.72,55.99,1,1
宸ュ晢绠＄悊,濂?28.81,0.67,75.24,0.74,71.23,0,0
浜哄伐鏅鸿兘,鐢?21.79,0.74,81.98,0.71,56.98,1,1
澶ф暟鎹鐞?鐢?9.04,0.78,72.87,0.82,51.16,1,4,
鐢靛瓙鍟嗗姟,鐢?12.21,0.72,94.71,0.94,90.34,1,3
浜哄伐鏅鸿兘,鐢?21.06,0.73,65.13,0.84,79.54,1,1
鐢靛瓙鍟嗗姟,鐢?14.11,0.72,80.91,0.99,71.01,1,3
浜哄伐鏅鸿兘,鐢?15.94,0.76,69.72,0.72,69.88,1,1
澶ф暟鎹鐞?濂?6.1,0.76,92.55,0.93,77.6,0,4,
澶ф暟鎹鐞?鐢?22.72,0.8,58.36,0.94,83.36,1,4,
鐢靛瓙鍟嗗姟,濂?26.08,0.8,90.48,0.84,91.18,0,3
宸ュ晢绠＄悊,濂?21.01,0.97,67.15,0.72,68.37,0,0
浜哄伐鏅鸿兘,濂?17.87,0.89,79.67,0.74,65.33,0,1
浜哄伐鏅鸿兘,濂?20.12,0.82,82.87,0.85,63.69,0,1
宸ュ晢绠＄悊,濂?18.1,0.7,71.87,0.73,67.98,0,0
澶ф暟鎹鐞?濂?34.84,0.7,63.67,0.77,66.29,0,4,
璐㈠姟绠＄悊,鐢?27.09,0.95,80.92,0.73,68.71,1,2
璐㈠姟绠＄悊,濂?13.38,0.64,60.69,0.7,51.62,0,2
浜哄伐鏅鸿兘,濂?14.36,0.88,94.57,0.75,69.78,0,1
璐㈠姟绠＄悊,濂?26.04,0.76,55.92,0.9,78.45,0,2
鐢靛瓙鍟嗗姟,鐢?20.5,0.73,86.15,0.95,85.49,1,3
浜哄伐鏅鸿兘,鐢?14.25,0.94,82.04,0.75,73.4,1,1
璐㈠姟绠＄悊,鐢?22.02,0.89,74.02,0.84,85.48,1,2
澶ф暟鎹鐞?濂?10.58,0.78,99.65,0.99,82.38,0,4,
鐢靛瓙鍟嗗姟,濂?10.66,0.72,78.56,0.8,59.74,0,3
璐㈠姟绠＄悊,鐢?20.42,0.9,85.2,0.83,90.91,1,2
浜哄伐鏅鸿兘,鐢?24.52,0.68,72.31,0.71,73.39,1,1
鐢靛瓙鍟嗗姟,濂?32.19,0.81,65.96,0.91,67.82,0,3
宸ュ晢绠＄悊,濂?29.12,0.71,74.78,0.97,75.81,0,0
浜哄伐鏅鸿兘,鐢?12.93,0.81,78.64,0.74,61.43,1,1
宸ュ晢绠＄悊,鐢?20.17,0.69,84.09,0.94,65.57,1,0
宸ュ晢绠＄悊,鐢?7.72,0.6,83.09,0.75,74.29,1,0
澶ф暟鎹鐞?濂?22.71,0.98,76.97,0.93,93.18,0,4,
浜哄伐鏅鸿兘,濂?13.64,0.72,61.48,0.89,49.59,0,1
鐢靛瓙鍟嗗姟,鐢?14.36,0.62,55.76,0.83,61.61,1,3
宸ュ晢绠＄悊,鐢?16.05,0.65,90.95,0.84,70.42,1,0
璐㈠姟绠＄悊,鐢?27.54,0.75,100,0.78,83.15,1,2
鐢靛瓙鍟嗗姟,鐢?17.59,0.68,55.88,0.7,52.56,1,3
澶ф暟鎹鐞?濂?5.58,0.86,43.88,0.75,40.83,0,4,
璐㈠姟绠＄悊,鐢?32.9,0.63,69.93,0.9,74.65,1,2
宸ュ晢绠＄悊,鐢?27.64,0.73,100,0.99,83.59,1,0
浜哄伐鏅鸿兘,濂?29.24,0.84,81.87,0.74,81.16,0,1
浜哄伐鏅鸿兘,濂?17.93,0.91,91.81,0.91,81.82,0,1
璐㈠姟绠＄悊,濂?11.17,1,76.74,0.92,70.58,0,2
浜哄伐鏅鸿兘,濂?18.16,0.71,100,0.83,75,0,1
澶ф暟鎹鐞?鐢?24.72,0.87,91.7,0.85,79.63,1,4,
璐㈠姟绠＄悊,濂?28.53,0.91,59.22,0.96,77.32,0,2
澶ф暟鎹鐞?鐢?14.32,0.92,58.42,0.85,67.27,1,4,
澶ф暟鎹鐞?鐢?22.43,0.89,75.06,0.85,67.26,1,4,
鐢靛瓙鍟嗗姟,濂?14.6,0.9,78.59,0.97,75.37,0,3
璐㈠姟绠＄悊,鐢?17.6,0.72,52.56,0.76,63.46,1,2
澶ф暟鎹鐞?濂?15.62,0.71,86.79,0.98,62.39,0,4,
璐㈠姟绠＄悊,濂?20.27,0.61,84.37,0.83,78.28,0,2
璐㈠姟绠＄悊,鐢?27.99,0.7,55.46,0.8,59.33,1,2
澶ф暟鎹鐞?鐢?12.56,0.62,70.66,0.9,69.26,1,4,
宸ュ晢绠＄悊,鐢?23.79,0.87,91.18,0.84,77.4,1,0
宸ュ晢绠＄悊,鐢?11.03,0.98,81.65,0.99,59.86,1,0
璐㈠姟绠＄悊,鐢?16.44,0.8,94.4,0.83,69.4,1,2
宸ュ晢绠＄悊,濂?31.54,0.98,100,0.72,91.64,0,0
宸ュ晢绠＄悊,濂?25.87,0.79,98.11,0.91,89.42,0,0
宸ュ晢绠＄悊,鐢?24.29,0.67,62.7,0.9,60.3,1,0
澶ф暟鎹鐞?鐢?5.82,0.68,61.88,0.78,61.76,1,4,
鐢靛瓙鍟嗗姟,濂?31.32,0.68,81.01,0.81,67.07,0,3
宸ュ晢绠＄悊,濂?5.18,0.6,60.68,0.78,53.08,0,0
澶ф暟鎹鐞?濂?21.03,0.78,81.7,0.77,65.02,0,4,
鐢靛瓙鍟嗗姟,鐢?31.53,0.95,86.67,0.84,81.51,1,3
宸ュ晢绠＄悊,鐢?14.51,0.69,81.64,0.92,72.61,1,0
鐢靛瓙鍟嗗姟,鐢?5.0,0.71,87.31,0.85,62.31,1,3
宸ュ晢绠＄悊,鐢?5.0,0.79,83.2,0.85,64.99,1,0
澶ф暟鎹鐞?鐢?22.21,0.83,75.23,0.98,83.67,1,4,
浜哄伐鏅鸿兘,濂?13.93,0.79,54.56,0.71,51.8,0,1
宸ュ晢绠＄悊,濂?17.55,0.62,71.47,0.8,72.62,0,0
澶ф暟鎹鐞?鐢?18.14,0.62,79.36,0.98,63.48,1,4,
璐㈠姟绠＄悊,濂?14.42,0.99,79.61,0.99,81.35,0,2
鐢靛瓙鍟嗗姟,鐢?18.49,0.82,63.53,0.97,79.52,1,3
鐢靛瓙鍟嗗姟,濂?19.96,0.6,97.52,0.82,72.52,0,3
澶ф暟鎹鐞?濂?29.22,0.85,87.24,0.88,78.56,0,4,
浜哄伐鏅鸿兘,濂?18.03,0.83,72.96,0.88,75.93,0,1
宸ュ晢绠＄悊,濂?7.01,0.91,100,0.89,78.7,0,0
澶ф暟鎹鐞?濂?6.8,0.93,71.03,0.99,71.18,0,4,
宸ュ晢绠＄悊,濂?13.07,0.87,68.51,0.76,60.05,0,0
鐢靛瓙鍟嗗姟,鐢?14.22,0.61,79.01,0.99,71.4,1,3
浜哄伐鏅鸿兘,濂?21.18,0.9,94.2,0.72,80.83,0,1
鐢靛瓙鍟嗗姟,鐢?17.82,0.84,75.39,0.81,81,1,3
鐢靛瓙鍟嗗姟,濂?16.67,0.93,70.78,0.98,74.53,0,3
浜哄伐鏅鸿兘,鐢?28.76,0.92,83.6,0.91,86.05,1,1
澶ф暟鎹鐞?濂?5.0,0.71,79.01,0.8,60.66,0,4,
浜哄伐鏅鸿兘,鐢?19.83,0.69,100,0.81,78.41,1,1
浜哄伐鏅鸿兘,濂?18.19,0.97,78.84,0.84,72.03,0,1
宸ュ晢绠＄悊,鐢?28.35,1,57.62,0.86,73.65,1,0
鐢靛瓙鍟嗗姟,濂?30.03,0.98,92.43,0.75,84.23,0,3
宸ュ晢绠＄悊,濂?31.68,0.84,100,0.71,91.14,0,0
澶ф暟鎹鐞?鐢?31.74,0.91,71.4,0.84,91.98,1,4,
澶ф暟鎹鐞?濂?23.58,0.72,76.93,0.87,80.74,0,4,
澶ф暟鎹鐞?鐢?26.21,0.72,100,0.81,83.73,1,4,
浜哄伐鏅鸿兘,濂?30.46,0.79,63.14,0.96,81.38,0,1
宸ュ晢绠＄悊,鐢?29.24,0.9,56.98,0.76,65.17,1,0
宸ュ晢绠＄悊,鐢?27.07,0.84,59.33,0.83,53.42,1,0
璐㈠姟绠＄悊,鐢?17.98,0.6,83.32,0.95,65.71,1,2
璐㈠姟绠＄悊,濂?26.36,0.67,79.91,0.75,60.66,0,2
鐢靛瓙鍟嗗姟,鐢?27.11,0.9,60.38,0.9,68.11,1,3
璐㈠姟绠＄悊,濂?34.51,0.91,65.67,0.76,75.22,0,2
澶ф暟鎹鐞?鐢?32.48,0.84,52.88,0.92,77.88,1,4,
澶ф暟鎹鐞?鐢?14.2,0.74,82.7,0.84,75.05,1,4,
浜哄伐鏅鸿兘,濂?20.91,0.85,94.92,0.72,79.7,0,1
宸ュ晢绠＄悊,濂?26.49,0.79,48.77,0.81,67.8,0,0
澶ф暟鎹鐞?濂?15.24,0.65,82.79,0.8,57.79,0,4,
璐㈠姟绠＄悊,濂?28.34,0.9,84.13,0.79,83.29,0,2
浜哄伐鏅鸿兘,鐢?30.28,0.88,76.82,0.76,83.51,1,1
璐㈠姟绠＄悊,鐢?6.38,0.83,62.01,0.73,43.84,1,2
澶ф暟鎹鐞?鐢?24.53,0.62,84.98,0.82,84.98,1,4,
璐㈠姟绠＄悊,鐢?16.5,0.9,83.01,0.85,78.84,1,2
鐢靛瓙鍟嗗姟,濂?22.12,0.78,84.82,0.84,74.54,0,3
鐢靛瓙鍟嗗姟,濂?20.11,0.7,81.93,0.78,78.29,0,3
澶ф暟鎹鐞?濂?18.52,0.74,86.65,0.97,96.66,0,4,
浜哄伐鏅鸿兘,濂?25.76,0.61,78.31,0.77,74.08,0,1
宸ュ晢绠＄悊,濂?21.16,0.95,58.51,0.82,68.33,0,0
宸ュ晢绠＄悊,濂?28.83,0.85,64.4,0.92,70.02,0,0
澶ф暟鎹鐞?濂?26.59,0.67,92.05,0.76,74.54,0,4,
鐢靛瓙鍟嗗姟,鐢?7.99,0.91,78.62,0.74,75.72,1,3
宸ュ晢绠＄悊,鐢?16.88,0.75,89.45,0.82,69.6,1,0
宸ュ晢绠＄悊,濂?21.9,0.69,85.95,0.85,77.54,0,0
璐㈠姟绠＄悊,濂?17.13,0.86,69.62,0.93,66.2,0,2
澶ф暟鎹鐞?濂?8.81,0.72,89.37,0.72,75.08,0,4,
宸ュ晢绠＄悊,鐢?36.09,0.79,49.08,0.81,68.59,1,0
宸ュ晢绠＄悊,鐢?18.46,0.98,72.29,0.9,82.04,1,0
浜哄伐鏅鸿兘,鐢?25.09,0.78,86.93,0.76,75.24,1,1
宸ュ晢绠＄悊,濂?23.02,0.91,65.89,0.94,70.12,0,0
璐㈠姟绠＄悊,鐢?26.89,0.92,48.85,0.83,56.94,1,2
宸ュ晢绠＄悊,濂?14.06,0.73,59.87,0.77,55.77,0,0
璐㈠姟绠＄悊,濂?13.71,0.97,75.38,0.83,74.74,0,2
宸ュ晢绠＄悊,鐢?22.53,0.92,87.16,0.73,85.41,1,0
澶ф暟鎹鐞?鐢?16.69,0.85,84.35,0.89,69.04,1,4,
鐢靛瓙鍟嗗姟,濂?18.42,0.72,63.93,0.89,72.47,0,3
鐢靛瓙鍟嗗姟,濂?18.88,0.89,60.74,0.87,77.17,0,3
鐢靛瓙鍟嗗姟,濂?32.69,0.81,67.82,0.97,79.71,0,3
璐㈠姟绠＄悊,鐢?19.74,0.61,69.49,0.76,80.17,1,2
浜哄伐鏅鸿兘,鐢?28.3,0.8,88.39,0.71,75.44,1,1
宸ュ晢绠＄悊,濂?29.83,0.73,49.71,0.87,55.01,0,0
宸ュ晢绠＄悊,濂?9.37,0.99,100,0.78,75,0,0
宸ュ晢绠＄悊,鐢?12.83,0.67,61.32,0.76,71.51,1,0
宸ュ晢绠＄悊,鐢?13.31,0.76,65.29,0.9,69.86,1,0
澶ф暟鎹鐞?濂?14.57,0.85,66.43,0.87,65.92,0,4,
鐢靛瓙鍟嗗姟,濂?24.84,0.88,67.7,0.88,74.86,0,3
璐㈠姟绠＄悊,濂?5.0,0.71,72.66,0.81,50.88,0,2
浜哄伐鏅鸿兘,鐢?23.43,0.61,99.16,0.83,100,1,1
鐢靛瓙鍟嗗姟,鐢?25.39,0.81,47.73,0.91,63.33,1,3
鐢靛瓙鍟嗗姟,濂?23.34,0.85,71.19,0.82,73.15,0,3
璐㈠姟绠＄悊,濂?22.65,0.66,77.2,0.94,79.56,0,2
璐㈠姟绠＄悊,鐢?26.46,0.71,75.13,0.75,76.23,1,2
宸ュ晢绠＄悊,鐢?21.07,0.95,93.55,0.79,85.05,1,0
宸ュ晢绠＄悊,濂?21.12,0.84,59.96,0.92,60.72,0,0
鐢靛瓙鍟嗗姟,鐢?22.84,0.71,68.25,0.89,73.16,1,3
浜哄伐鏅鸿兘,濂?17.66,0.68,51.08,0.76,71.43,0,1
宸ュ晢绠＄悊,鐢?5.0,0.78,69.67,0.98,76.49,1,0
澶ф暟鎹鐞?鐢?24.45,0.62,95.21,0.84,93.84,1,4,
浜哄伐鏅鸿兘,鐢?15.19,0.84,65.32,0.78,60.24,1,1
浜哄伐鏅鸿兘,鐢?16.36,0.89,92.01,0.85,71.96,1,1
鐢靛瓙鍟嗗姟,濂?40.0,0.85,36.66,0.83,61.66,0,3
鐢靛瓙鍟嗗姟,鐢?12.84,0.84,58.04,0.8,60.52,1,3
澶ф暟鎹鐞?鐢?32.58,0.99,59.81,0.82,80.68,1,4,
鐢靛瓙鍟嗗姟,濂?18.29,0.84,78.98,0.79,59.3,0,3
澶ф暟鎹鐞?濂?24.6,0.97,59.27,0.96,82.47,0,4,
璐㈠姟绠＄悊,鐢?23.32,0.78,69.45,0.76,68.3,1,2
澶ф暟鎹鐞?濂?26.57,0.81,68.68,0.85,69.43,0,4,
宸ュ晢绠＄悊,濂?36.35,0.74,74.44,0.85,72.81,0,0
澶ф暟鎹鐞?濂?15.35,0.69,83.78,0.77,58.78,0,4,
宸ュ晢绠＄悊,濂?22.91,0.79,96.43,0.85,90.62,0,0
宸ュ晢绠＄悊,鐢?14.23,0.95,68.19,0.75,67.37,1,0
璐㈠姟绠＄悊,濂?13.52,0.87,75.15,0.75,57.38,0,2
澶ф暟鎹鐞?濂?29.47,0.69,95.58,0.82,75.92,0,4,
宸ュ晢绠＄悊,濂?20.13,0.96,89.16,0.94,80.42,0,0
宸ュ晢绠＄悊,濂?15.27,0.73,100,0.85,95.39,0,0
澶ф暟鎹鐞?濂?30.36,0.95,57.43,0.75,67.6,0,4,
浜哄伐鏅鸿兘,鐢?7.68,0.97,100,0.97,75,1,1
鐢靛瓙鍟嗗姟,濂?12.6,0.85,66.35,0.98,64.81,0,3
宸ュ晢绠＄悊,濂?5.0,0.84,59.05,0.8,54.04,0,0
澶ф暟鎹鐞?濂?10.93,0.64,97.12,0.89,72.12,0,4,
鐢靛瓙鍟嗗姟,鐢?15.29,0.84,62.1,0.76,62.14,1,3
浜哄伐鏅鸿兘,濂?7.48,0.9,80.91,0.95,69.75,0,1
璐㈠姟绠＄悊,濂?26.0,0.88,90.33,0.99,91.3,0,2
浜哄伐鏅鸿兘,濂?18.85,0.8,55.57,0.78,75.94,0,1
宸ュ晢绠＄悊,濂?9.91,0.6,99.93,0.74,85.19,0,0
浜哄伐鏅鸿兘,鐢?9.53,0.74,93.91,0.9,73.92,1,1
宸ュ晢绠＄悊,鐢?20.89,0.92,97.4,0.81,76.23,1,0
